title,img,type,netflix_id,synopsis,rating,year,runtime,imdb_id,poster,top250,top250tv,title_date
The Mole Agent,https://occ-0-398-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSQy6VuTC_MnvSBLHgsUEJUwHDndEaj4eDke2TjBGIYctUQ8-MT-mkjuaPMx9exUMIrwxIv8P6YXBQFmvYH7qU84oA.jpg?r=01d,movie,81287052,A widower in his 80s is hired by a private investigator to infiltrate a nursing home and find out if its caretakers are committing elder abuse.,7.6,2020,5396,tt11394298,https://m.media-amazon.com/images/M/MV5BYWI1MGQ3ZDktZmNhYi00MzY4LWFkMTQtZTA2YTgzYWViM2ZjXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_SX300.jpg,0,0,20/2/21
La Palma,https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV26Rjof0toYS179qOY7olHv4_EghUxhzx4sJhFhlA_18wdNtuPBgX39gSAXtf7aLGrUPCQDHoi_GxLZLhWKmI1Itw.jpg?r=134,movie,81405120,"After arriving at the wrong destination, a couple gets creative to salvage their vacation‚Äîbut holes in their fraught relationship are soon exposed.",7.6,2020,5303,tt8649438,https://m.media-amazon.com/images/M/MV5BYTAxNWM5M2YtYmQ5NC00ZWFlLTg5ZDAtMWU2NDVhZjliYWEyXkEyXkFqcGdeQXVyMjU1MjMyNTY@._V1_SX300.jpg,0,0,26/2/21
Dear Tenant,https://occ-0-2772-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYGXJXBBfyTB1YR2HqJjE1DdLKnPjKjq0zV-RNKm02iUMezNH7mCSQRYHOZQmKdI7tayYtQXAAoehnARPuf-VUoWCg.jpg?r=0af,movie,81413903,A man looking after his deceased partner‘s mother and son becomes entangled in a bitter legal battle with the child‘s uncle.,7.6,2020,6386,tt12359272,https://m.media-amazon.com/images/M/MV5BODMyOGE2OWMtODc2MC00NmM1LWEwODYtY2Q4ZTI5MjI1ZDI3XkEyXkFqcGdeQXVyMTIwMzA3NDcx._V1_SX300.jpg,0,0,1/4/21
So Connected,https://occ-0-1892-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABclsyqekw-he5viPa8kR0-kYrp7Gka3qkPjQBE_Z9889BeXmtiGwZEEwQ2-Y1B6VTgLLxRn3GKKzBo8n2xroxe70SQ.jpg?r=84f,movie,81131718,"When a video editor‘s stolen smartphone winds up in the hands of a waitress, a storage app offers a glimpse into her life that has him falling for her.",7.6,2018,6657,tt7610620,https://m.media-amazon.com/images/M/MV5BZTU1NmYyMTAtZDgzOS00MTYwLThiYTYtY2RmOTJhMTM3NGFmXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,0,0,12/4/21
Sitting in Limbo,https://occ-0-3266-1001.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT7ykQp46X_l0SeaVQ4l7YEeC-JhR9MeAqxbl-Jjcp-Gd0G09PCR1QWrrod_S2cZxQ8Uj7wwyerlFaaFmGg4YAkfoQ.jpg?r=659,movie,81428086,"After living 50 years in the UK, Anthony Bryan is wrongfully detained by the government and threatened with deportation. Based on true events.",7.6,2020,5368,tt10619332,https://m.media-amazon.com/images/M/MV5BNjk4NDY0NzktODE4My00MGRkLTg2NDEtMjE2MzhjMjFiZGZjXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,0,0,2/5/21
Everything But a Man,https://occ-0-5056-32.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWGFJdG2D9I6sAEWHqKWwkivMVUlrw9eP5szIEJg8m556xJOBkXriZwbaitpt_WVJ4VurFuBJYQkT1-Peyy1XpKt5w.jpg?r=362,movie,81191432,"A career-focused lawyer and a carefree day laborer attempt to balance an unexpected, whirlwind romance despite their drastically mismatched lifestyles.",7.6,2019,6645,tt4533594,https://m.media-amazon.com/images/M/MV5BZDdmNDUyMDItMjM4OC00ZDNjLWIyMWEtOTMzMTczOTg4ZmZlXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,0,0,8/5/21
The Farewell,https://occ-0-2669-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSc0FlIYHNJruM9rpvGe4LWCEEEEFTu0wypqwOqPHg4VCgFH6VPR5FNK5yc584u4EG2_afI7bD698TYhr2uxG3_4xA.jpg?r=4b7,movie,81077042,A Chinese American woman learns that her grandmother is dying but is forced to keep it a secret during an impromptu wedding organized in China.,7.6,2019,5994,tt8637428,https://m.media-amazon.com/images/M/MV5BMWE3MjViNWUtY2VjYS00ZDBjLTllMzYtN2FkY2QwYmRiMDhjXkEyXkFqcGdeQXVyODQzNTE3ODc@._V1_SX300.jpg,0,0,4/7/21
Lift Like a Girl,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVIZc_uzFOCqg2ye427aVwifhWCU3NZz0c9rUVZJkHHY0vdPhFtygNKXLGDAbamPRofNSHUDs-vW2dpedbn_OZvSpA.jpg?r=593,movie,81474191,"With the guidance of her relentless coach, a teen weightlifter emerges from a scrappy training camp in Egypt to compete at the championship level.",7.6,2021,5570,tt7240536,https://m.media-amazon.com/images/M/MV5BZmQ4NmNmODktMTI0Zi00ZDAyLWJkM2ItZGVjMjU1NzhkMWM2XkEyXkFqcGdeQXVyODYwOTg1MTk@._V1_SX300.jpg,0,0,15/7/21
Luca,https://occ-0-3032-3467.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfFScjX9UZ8D5oC0V_GflDd8WprIeV8NqrB6kPhlvttrxygUKs8SMww6j-p0-rkyrJztugWqFtHsbHqg6kByvlG1SQ.jpg?r=6a1,movie,81351817,"Returning home after 20 years, a young expat sets out to reconcile his past and redefine the meaning of his life.",7.6,2020,6249,tt12801262,https://m.media-amazon.com/images/M/MV5BZTQyNTU0MDktYTFkYi00ZjNhLWE2ODctMzBkM2U1ZTk3YTMzXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,0,0,15/7/21
Dark Waters,https://occ-0-435-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdbRUxu3PC6exyYbRFgWdv9mUWqGor1xjPQsbfasZO4a6rwZwkwVj-XVWed8w2H3VLcbxJtcent6fxytjSQqvwnadA.jpg?r=0fe,movie,81192027,An attorney whose firm defends chemical companies jeopardizes his career to expose a toxic waste-dumping scheme in this drama based on a true story.,7.6,2019,7624,tt9071322,https://m.media-amazon.com/images/M/MV5BODQ0M2Y5M2QtZGIwMC00MzJjLThlMzYtNmE3ZTMzZTYzOGEwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,0,0,14/8/21
Omo Ghetto: the Saga,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQC-2SH1W4RX2fgCxS3Z91F52tegr1SOYuNrsiXLvj004FdmwShQqs2aZ4N_eSw3aBv1ka01pKbK1BqEehpjNB68hw.jpg?r=d94,movie,81435736,"Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",7.6,2020,8806,tt14099462,https://m.media-amazon.com/images/M/MV5BNjM0YzU2Y2ItNzRmNi00NTIwLWFmOTgtNjM0ODdiOGIwMmQyXkEyXkFqcGdeQXVyNjE4NDYxMTY@._V1_SX300.jpg,0,0,10/9/21
The Starling,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTXDTIZJ2J0uc4deFZCVXGyfkb6ras8SCA8xK2_CHhFu40jojMgAIITtWB3ZxhnBztOOiQidEhCzJkJkP_L49dNUwvc5-1c6tYYj07NxIUaVPtcfqYKFTBQw4wI.jpg?r=bf6,movie,81281320,A woman adjusting to life after a loss contends with a feisty bird that‘s taken over her garden ‚Äî and a husband who‘s struggling to find a way forward.,7.6,2021,6248,tt5164438,https://m.media-amazon.com/images/M/MV5BODZhZTk2MWEtYzg1Zi00NzY2LTlmOTAtNjA2MmMzN2I4OTZmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,0,0,25/9/21
Habibie & Ainun 3,https://occ-0-2340-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaV9nwpTykaa9hR2MkdKqEqzc0oEbh-jria1_qRRe3T47Ztm2xJZbGS20lwuHrTyOmLol7_2x0i7LExo-zdzIrMiGw.jpg?r=b8b,movie,81493052,"In this biopic, a medical student challenges societal norms to become a physician ‚Äî and eventually serves as first lady of Indonesia.",7.6,2019,7220,tt2589132,https://m.media-amazon.com/images/M/MV5BMDQyZjdmZmYtZGViNC00ZGFkLWIxYjktNTI1YTc4YzJiMzM0XkEyXkFqcGdeQXVyMzA1NTc1NDk@._V1_SX300.jpg,0,0,1/10/21
The Harder They Fall,https://occ-0-1000-2567.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcMOX9r6beUSmrGEoSxbmYJ2bUMBrlVAAFO8DfieB1cxt262EC2A6OBi2ULVTCrWGrPsysw5yjaeLcfzlR6ryTJRN1JfA-R0bv0cyyCPYBK8uujCmam2RZ2S39o.jpg?r=862,movie,81077494,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",7.6,2021,8342,tt0049291,https://m.media-amazon.com/images/M/MV5BYjRkNDZjYzUtOGMyOS00NWRmLTg4NWItMDNmYzk5NTRiNzE5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,0,0,3/11/21
"tick, tick...BOOM!",https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYS6yR9L8-D_ARHu8wdPXyd5v502PGr4JGnI-rwGDLA_P4r3hVEwfkJAsPI9seFgEg_-aJmu4kRvMMgtOgBxMEAqSTY1EcV8IhRiPMXRjvMLGcEX4uHr_XkYm98.jpg?r=1dc,movie,81149184,"On the brink of turning 30, a promising theater composer navigates love, friendship and the pressure to create something great before time runs out.",7.6,2021,7296,tt1606683,0,0,0,20/11/21
Kaaval,https://occ-0-4039-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS19Mv1-xag8kF6El_nbVAo3O2NLXVPx4q_k5b7pgmUc1xkYobJKGfvoyesK8feYNIEyq9QRAqvluV7jTG80YnR8fg.jpg?r=d99,movie,81519290,"Years after falling out with his friend and co-castigator Antony, vigilante Thamban returns to his hometown to face lingering demons and make amends.",7.6,2021,8803,tt11182984,https://m.media-amazon.com/images/M/MV5BMDYxYTU1NzktMTFiMS00MTg0LWEzZjgtMjg1MjRmMDVhN2U3XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,0,0,27/12/21
Powder Keg,https://occ-0-38-41.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABd1OSjx_61arCZa8HyOTFlaw-vq6G9864tMcEs8uxXdR7FoMj-3Gpl0PA_LbLmxdOBWzY4WDc-nmSA3Q7DhP4dkJ0Q9qzTLkOGQKPTz4wlm7p18.jpg?r=c6d,movie,81554163,"The lives of a newly released criminal, a police officer, a security guard and a filmmaker intertwine during a tragic event that shakes Denmark.",7.6,2020,6378,tt0285930,https://m.media-amazon.com/images/M/MV5BN2JhYWNkNjMtMTkyOS00NzMzLTgxNGItMWEwN2FlOTBmMzdkXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,0,0,2/2/22
Wotakoi: Love is Hard for Otaku,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcEjRnSY_dERFIxUAuMET_RmDM2L-vjRYVOIkr4JHZhnY72lgAYQwJJR78GdfEwoIj1aJgjxLlHQVaTjUnXBtgHnzA.jpg?r=6f6,movie,81438150,"Dating when you're secretly geeky can be a real drag. Narumi‘s solution? Dating her old friend Nifuji, a hidden nerd who knows all about her nerdy ways.",7.6,2020,6838,tt8254880,https://m.media-amazon.com/images/M/MV5BYmU4ZjM2ZWMtMDFhMy00MGM4LTlkMmEtYTJhZTU5ODAzODk0XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,0,0,7/3/22
The Trick,https://occ-0-1148-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUpBgjNOomWJYPsv1sNbW05xQBQqMXWbImYeAyD1KW-MZU7Su02zqiM4PGcojz8X-C3mA_-nAKZO6AcWB1fwYcnOZg.jpg?r=908,movie,81490218,"When he becomes the victim of cyber terrorism, a renowned scientist must fight to convince the world his climate change research is real.",7.6,2021,5349,tt0126704,https://m.media-amazon.com/images/M/MV5BMGQ2NjUwNzAtNmM2MC00YWE2LTgzZGUtYTg4Y2VkZmM5OTBlXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,0,0,18/4/22
Senior Year,https://occ-0-3271-2567.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS32H3IeLpvx34jLjMOvOPOxbDPobjQXWmWPPfg-Pf1P6YE6Sc8XsWLh0oK7WDmF-zXM3zKJvT7d1eEgIFsJM_21VHSAl1M6VlxwRsv91cZObi4H2zFevqCNqxhZ3ykkYX4.jpg?r=b18,movie,80217525,"A cheerleading stunt gone wrong landed her in a 20-year coma. Now she‘s 37, newly awake and ready to live out her high school dream: becoming prom queen.",7.6,2022,6810,tt4276994,https://m.media-amazon.com/images/M/MV5BYWUzMDI5NmQtY2VhYS00ZGE5LTliZDQtNTEyYTY2OWVhYjA2XkEyXkFqcGdeQXVyMjY2OTU0MTg@._V1_SX300.jpg,0,0,13/5/22
Curral,https://occ-0-2267-358.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX6T2f8wGxaWmKYVaGTolwKUm6M93G2YWJyeXMxqGeN_jVjaCz3Mc7XTm91hHGOBttNeE33fxaGkl-13g19ypgfgSoQbkRhuBg.jpg?r=a78,movie,81588782,A man joins a childhood friend‘s election campaign to help his drought-ridden city but soon finds himself torn between politics and his principles.,7.6,2020,5158,tt13238192,https://m.media-amazon.com/images/M/MV5BNjUwYTE1YmYtY2IxOS00NTBjLWIzMTYtMjdhZDEyN2Q5YzM4XkEyXkFqcGdeQXVyMTI1MTU5MDc1._V1_SX300.jpg,0,0,15/5/22
Drive My Car,https://occ-0-1223-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZAg3fX3_AFguS3heekF8CyDG6XNiHgYSRoXynar-tpad9LqKOEHR-mbGL45U_hFOLhBe7-tMTeMH5lxez9m6v4ww8XeIJJ5vg.jpg?r=4ac,movie,81587951,"A renowned stage actor and director forges an unlikely bond with his chauffeur, forcing him to face the haunting mysteries his late wife left behind.",7.6,2021,10737,tt14039582,https://m.media-amazon.com/images/M/MV5BY2NkNDdmZTUtYWQ2MC00MjUyLTk1MGMtNWZiZjI3ZWMzNDYwXkEyXkFqcGdeQXVyNTY4ODAxODI@._V1_SX300.jpg,0,0,17/6/22
Dangerous Liaisons,https://occ-0-4584-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbM8kf7nDuLKlZ6ji5Bps9E46q-unN9I3_-EYzNJB_K31ZNrYwGmBrMRAwmNPIxJogCg5Yqcpa2vd2zr4dSzdbp_9kFsoojP6aaITBlHYB3S_ohMXTvGhalHXm0d4-xIjbOLesMuaMUkEYPfOh4PQrt4o8hdfMr4ScFqVOwIq_IONnGxUTwFaO4YjS_Q-Q.jpg?r=e10,movie,81226469,"Book smart C√©l√®ne falls for bad boy Tristan at her new Biarritz high school, unaware she‘s part of a cruel bet he‘s made with social media queen Vanessa.",7.6,2022,6540,tt0094947,https://m.media-amazon.com/images/M/MV5BMDZmODc0MWQtYWVjOS00OGFiLWExNjItOTMyN2Q5ZTFmYzUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,0,0,9/7/22
Heartsong,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX5zBT0F4yhGv2B7eyKCeH-lT8PhK9sOI9AGVbzXBslVU-7CF5Ejjq33wuJj1zLYI5kve8UlErt_PdWjUmC62PY1Bo7X0yoqGV3xy-oGX6ENINJaTT2vD4ju27sjSyqEt5I.jpg?r=02e,movie,81381630,"While serenading a wedding that quickly implodes, a nomadic musician falls for the bride, who runs afoul of her family. Now he has to save her life.",7.6,2022,5750,tt0162364,https://m.media-amazon.com/images/M/MV5BMGMwZjFmM2YtNDkxYi00Njk1LWI5OGMtYmE5MGY4MzcxOGVlXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg,0,0,15/8/22
Thallumaala,https://occ-0-2851-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTYkmf-uBvu3z8A4XYxWkp71Umo4TuxiqrvFzIEjCn8edhpbwl6Xi6wUsEIKCvmgolioqSYd-CAZMpBuIB4ieoMN5n8_SAX8uQ.jpg?r=cbf,movie,81571134,"Waseem is young, carefree and often drawn to fights. But when love blooms with a star vlogger, the impact of his fists could have disastrous effects.",7.6,2022,8761,tt11075264,https://m.media-amazon.com/images/M/MV5BMTU1MjcyMGUtODI3ZS00NTc4LWExNjgtY2ZjZGJlZmUyMmFhXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,0,0,11/9/22
The Wild Fields,https://occ-0-116-3212.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVqpvetBKIj0ZLGEhv_jr54jj_PFVZsHnFDj7cf1YjWIir_vnxoMt1w_l0mssuZQL6_nzfotqPTYKAx9phnxnCxZo-VhO6SkCA.jpg?r=852,movie,81631727,A young man returns to his hometown to save his family‘s gas station from a local mafia that seeks to take over the business at any cost.,7.6,2018,6854,tt5890460,https://m.media-amazon.com/images/M/MV5BOGI0YWQxNjYtMzc1NC00YjdjLWJiMTAtMTE1MWRmZjY0ODg2XkEyXkFqcGdeQXVyMjk1NzAxNg@@._V1_SX300.jpg,0,0,17/9/22
Zero-One Others: Kamen Rider Vulcan & Valkyrie,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/oQyw8Fv9eE41UPapt7zHvdUdzrE/AAAABUQSwjNeTZwxoIGzFglbnF86UQN0vRvt3gx__xKXTSJLqR6zxCLsGPAcnR0Sf7hvfqX5v1y4v-spV6AVI1766IAW3IbWSJL7fA.jpg?r=2c6,movie,81618478,"While A.I.M.S. leader Yua Yaiba receives orders to eliminate Kamen Rider MetsubouJinrai, they in turn set their sights on destroying her.",7.6,2021,2880,tt14376940,https://m.media-amazon.com/images/M/MV5BOGI5MjM0MTItMDRmZS00MmJhLWE5NTMtOTUzYjRhMmQ2N2YyXkEyXkFqcGdeQXVyMjU0ODQ5NTA@._V1_SX300.jpg,0,0,10/11/22
Kumari,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/oQyw8Fv9eE41UPapt7zHvdUdzrE/AAAABY_vSHeCD_5BSujc8aJpgSHum-K2fwYnGk4kDjsBjNdK_JmsyfjiVeGIcyWjfZs0Av_sny5LhGyrJ-w1Jg6wFAkljE0Jb6lgbg.jpg?r=3e4,movie,81644920,"After marrying into a wealthy family, Kumari moves into her husband‘s ancestral home where darkness lurks amid superstition, faith and folklore.",7.6,2022,8221,tt13531020,https://m.media-amazon.com/images/M/MV5BYWQxNDdhYTUtZDJhNC00NjgyLTk1NDAtZDFhZTZmODdiN2QyXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,0,0,18/11/22
I Work at the Cemetery,https://occ-0-4012-1433.1.nflxso.net/dnm/api/v6/oQyw8Fv9eE41UPapt7zHvdUdzrE/AAAABfzaEjFBtUa10XGa-vLDEuX6FdDQCFY1WWbmBk5B74gMmG33waQgLLS2sw8UZDfb7ShL6hRsrSU4jETHBQ23hLrA8obpcy8myg.jpg?r=859,movie,81637632,A cynical cemetery worker gets tangled up in his customer‘s tragedies ‚Äî and a local criminal power struggle ‚Äî as he grapples with his tumultuous past.,7.6,2022,6092,tt8268302,https://m.media-amazon.com/images/M/MV5BNjJkOWQwNTAtZjQ4Zi00ZTYxLTg1OGMtNTk3Njg5YTY5YmQ0XkEyXkFqcGdeQXVyNDAwMzY0OTk@._V1_SX300.jpg,0,0,1/12/22
Roald Dahl‘s Matilda The Musical,https://occ-0-3345-2567.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABfMABs9XQEOCoprY7MD2htPXoP4SQHl08_ZFDYqiyVqE77lO9jz4SOcVDPnLARP_fMin7XBBGygQ0TFx7sjzBOfVPRW0tGRx7QQ8f19NYmV8vLyW_AVn2X0x0YmHa9Sliqg.jpg?r=f54,movie,80993016,An extraordinary girl with a sharp mind and a vivid imagination takes a daring stand to change her story ‚Äî with miraculous results. Meet Matilda.,7.6,2022,7325,tt5907158,https://m.media-amazon.com/images/M/MV5BNGQ4MWYwOTctMDhhMC00MGQxLTllNDktZjBkMDMxOWJjN2M1XkEyXkFqcGdeQXVyNDY0NDM0NzI@._V1_SX300.jpg,0,0,25/12/22
"Hallelujah: Leonard Cohen, a Journey, a Song",https://occ-0-621-616.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABcuO4T_KbDuVjcSwAFlmAas7dHC3ba4nFxOu7K4DMv7rw8ib4Gv3T9WW67N_qc2nIn3Cyfl3U-oz7lTu7KEkO8sSWsPYp6YKNg.jpg?r=be0,movie,81521158,"This biographical documentary examines the life and influence of singer-songwriter Leonard Cohen through the lens of his most famous song: ""Hallelujah.""",7.6,2022,7060,tt7600742,https://m.media-amazon.com/images/M/MV5BOTEwNGNmYWItNzk4ZC00ODE5LTk1OTAtMTFkOTc0ZmM5NDJmXkEyXkFqcGdeQXVyMTQyODg5MjQw._V1_SX300.jpg,0,0,27/1/23
"April, May, June",https://occ-0-767-1335.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABRi56wbKX8Yeeiiaw6IGKdbfzkJCPfzm3CesENpP-ZF8TnZB6pfK0DWsnAFADjb9j6VnBacJeyboPDr-skIZOzyFXA0K7H9gmw.jpg?r=ab5,movie,81387790,Three estranged half sisters must rekindle their bond after their dying mother implores them to watch over their dependent brother.,7.6,2019,7089,tt0363437,https://m.media-amazon.com/images/M/MV5BM2JjMGY4NjItMGZjYi00NDJkLWEyNzYtNjNmYmY5M2RlNGZhXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,0,0,19/3/23
Furies,https://occ-0-2568-2567.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABYLqD2PkMw9gbznsr1lQarTGYeZWM0HLeez83q4PEx7VUEtHApgav9zBaRCcG_p6oyL2EbfsePJOnv8odBYqfGfoeTtUoWxkLBm7RI9VBB48NU152L18ToNUNt_9rBOUbrI.jpg?r=642,movie,81603171,"Three furious vigilantes unite to take down a sinister crime syndicate that controls the mean streets of '90s Saigon in this prequel to ""Furie.""",7.6,2023,6550,tt0475589,https://m.media-amazon.com/images/M/MV5BODlhZDFjMzgtYjBlNy00ZDkzLThmNDEtMDU5ZGIwZjUxNDJiXkEyXkFqcGdeQXVyMzUwMTgwMw@@._V1_SX300.jpg,0,0,23/3/23
High & Low The Worst X,https://occ-0-4992-58.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABTPJNk8iAjIiT9eJ9hbgXueSpbLeAU5eFEnO7pn7fLrGVR-W4tqTI-iL9GTPnavjNimpG8x9nTjBB3zwu0wX1zT3HyWfUWWMPQ.jpg?r=cd1,movie,81647497,Fists fly when Oya High‚Äôs street fighters defend themselves from a three-school alliance of brawlers in this sequel to the hit franchise crossover.,7.6,2022,7162,tt2582782,https://m.media-amazon.com/images/M/MV5BMTg4NDA1OTA5NF5BMl5BanBnXkFtZTgwMDQ2MDM5ODE@._V1_SX300.jpg,0,0,25/3/23
Derren Brown: The Push,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQcx6Gh_Mt4A7O2eBg21MGkb6z300t4GAoav05kJQv63ZfTxX3TjRzqUqKxPgew2lFnJp3HJJa1Ti3_mT_vt-952lu_LCiHKwJWv-FIXCLN6Iuo-Qxp3smOyTUI.jpg?r=243,movie,80220000,Mentalist Derren Brown engineers an audacious social experiment demonstrating how manipulation can lead an ordinary person to commit an appalling act.,7.5,2018,4135,tt7924808,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNzIwOTY2NV5BMl5BanBnXkFtZTgwMDA5MTY2NDM@._V1_SX300.jpg,0,0,27/2/18
City of Joy,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXL5uRnMPXLAKpTv-8A3Hyk_domcqH1wPSUw-lRApq3d3npG7Xy7DP9EFsQDZEZrN0XJhzzfdG-EKt0R6Ny-tmBtlkVbNWo7n9NB7pdxKbqUPAdyncQRhi5Y2ng.jpg?r=598,movie,80203094,"Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment.",7.5,2018,4608,tt4078252,https://images-na.ssl-images-amazon.com/images/M/MV5BNGI1ODcyMWUtMjRhZS00NzliLTkzNTEtYWQ1NWFlYWQ2ZGQ1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjM5ODc0MTI@._V1_SX300.jpg,0,0,7/9/18
They‚Äôll Love Me When I‚Äôm Dead,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbBCoO13Krp43z-_eX6OYA_-vudC9v8l2efolgqLuXuz1wyJ7s1GlJAuW36Ibpo2flkQyCVXnuM04qDcSyJaLPSikcygf8q6OJQmn5zuJbrxJP5T6NRsXTJppG4.jpg?r=924,movie,80124722,"Actors, crew members and others who were there discuss the tumultuous creation of Orson Welles‘s final, unfinished film, ‚ÄúThe Other Side of the Wind.‚Äù",7.5,2018,5904,tt6893836,https://m.media-amazon.com/images/M/MV5BMjEwNzExNzU2Ml5BMl5BanBnXkFtZTgwMjIyNDI0NjM@._V1_SX300.jpg,0,0,2/11/18
John Leguizamo‘s Latin History for Morons,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX4Ll_Zji_mgyX2uvpPSDIHUdhexe2nSyTbB0stBoE2QO_hC7PXQNC5P_N6AkXTDJDqj59sYSx6w1zFnpLM0n6J5apV0Cuk0v9l9gWt14GtGabnp1oRhCUi3fjc.jpg?r=a0a,movie,80225421,"In this one-man Broadway show, John Leguizamo finds humor and heartbreak as he traces 3,000 years of Latin history in an effort to help his bullied son.",7.5,2018,5414,tt7310916,N/A,0,0,5/11/18
